GeneName	HumanOrtholog	HumanTitle
sptl-1	SPTLC1 	 serine palmitoyltransferase, long chain base subunit 1
sptl-2	SPTLC2 	 serine palmitoyltransferase, long chain base subunit 2
rsp-3	SRSF1 	 serine/arginine-rich splicing factor 1
gck-4	STK10 	 serine/threonine kinase 10
par-4	STK11 	 serine/threonine kinase 11
gck-1	STK25 	 serine/threonine kinase 25
cst-2	STK3 	 serine/threonine kinase 3
cst-1	STK3 	 serine/threonine kinase 3
sax-1	STK38L 	 serine/threonine kinase 38 like
srp-1	SERPINB4 	 serpin peptidase inhibitor, clade B (ovalbumin), member 4
srp-2	SERPINB4 	 serpin peptidase inhibitor, clade B (ovalbumin), member 4
srp-3	SERPINB4 	 serpin peptidase inhibitor, clade B (ovalbumin), member 4
srp-6	SERPINB4 	 serpin peptidase inhibitor, clade B (ovalbumin), member 4
srp-7	SERPINB4 	 serpin peptidase inhibitor, clade B (ovalbumin), member 4
srp-8	SERPINB4 	 serpin peptidase inhibitor, clade B (ovalbumin), member 4
sgk-1	SGK1 	 serum/glucocorticoid regulated kinase 1
sars-1	SARS 	 seryl-tRNA synthetase
sars-2	SARS2 	 seryl-tRNA synthetase 2, mitochondrial
sesn-1	SESN3 	 sestrin 3
set-30	SMYD3 	 SET and MYND domain containing 3
set-18	SMYD3 	 SET and MYND domain containing 3
mtm-5	SBF2 	 SET binding factor 2
set-1	SETD8 	 SET domain containing (lysine methyltransferase) 8
set-27	SETD3 	 SET domain containing 3
set-29	SETD4 	 SET domain containing 4
spr-2	SET 	 SET nuclear oncogene
unc-57	SH3GL3 	 SH3-domain GRB2-like 3
erp-1	SH3GLB2 	 SH3-domain GRB2-like endophilin B2
dhs-3	SDR16C5 	 short chain dehydrogenase/reductase family 16C, member 5
dhs-19	SDR16C5 	 short chain dehydrogenase/reductase family 16C, member 5
sbds-1	SBDS 	 Shwachman-Bodian-Diamond syndrome
siah-1	SIAH1 	 siah E3 ubiquitin protein ligase 1
rig-4	SDK2 	 sidekick cell adhesion molecule 2
sfxn-1.5	SFXN1 	 sideroflexin 1
sfxn-1.1	SFXN3 	 sideroflexin 3
sfxn-1.4	SFXN3 	 sideroflexin 3
sfxn-1.2	SFXN3 	 sideroflexin 3
sfxn-1.3	SFXN3 	 sideroflexin 3
sfxn-5	SFXN5 	 sideroflexin 5
hpo-21	SPCS2 	 signal peptidase complex subunit 2 homolog (S. cerevisiae)
imp-1	SPPL2A 	 signal peptide peptidase like 2A
trap-1	SSR1 	 signal sequence receptor, alpha
trap-2	SSR2 	 signal sequence receptor, beta (translocon-associated protein beta)
trap-4	SSR4 	 signal sequence receptor, delta
trap-3	SSR3 	 signal sequence receptor, gamma (translocon-associated protein gamma)
sta-1	STAT5B 	 signal transducer and activator of transcription 5B
stam-1	STAM 	 signal transducing adaptor molecule (SH3 domain and ITAM motif) 1
sir-2.2	SIRT4 	 sirtuin 4
sir-2.3	SIRT4 	 sirtuin 4
slt-1	SLIT2 	 slit homolog 2 (Drosophila)
slx-1	SLX1A 	 SLX1 structure-specific endonuclease subunit homolog A (S. cerevisiae)
sma-2	SMAD9 	 SMAD family member 9
tbc-8	SGSM1 	 small G protein signaling modulator 1
tbc-18	SGSM3 	 small G protein signaling modulator 3
sgt-1	SGTA 	 small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha
snrp-200	SNRNP200 	 small nuclear ribonucleoprotein 200kDa (U5)
snr-3	SNRPD1 	 small nuclear ribonucleoprotein D1 polypeptide 16kDa
snr-4	SNRPD2 	 small nuclear ribonucleoprotein D2 polypeptide 16.5kDa
snr-1	SNRPD3 	 small nuclear ribonucleoprotein D3 polypeptide 18kDa
rnp-2	SNRPA 	 small nuclear ribonucleoprotein polypeptide A
mog-2	SNRPA1 	 small nuclear ribonucleoprotein polypeptide A'
rnp-3	SNRPB2 	 small nuclear ribonucleoprotein polypeptide B
snr-7	SNRPG 	 small nuclear ribonucleoprotein polypeptide G
snr-2	SNRPN 	 small nuclear ribonucleoprotein polypeptide N
smo-1	SUMO1 	 small ubiquitin-like modifier 1
smk-1	SMEK1 	 SMEK homolog 1, suppressor of mek1 (Dictyostelium)
smu-1	SMU1 	 smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
vps-22	SNF8 	 SNF8, ESCRT-II complex subunit
skp-1	SNW1 	 SNW domain containing 1
soc-2	SHOC2 	 soc-2 suppressor of clear homolog (C. elegans)
deg-1	SCNN1G 	 sodium channel, non-voltage-gated 1, gamma subunit
del-1	SCNN1G 	 sodium channel, non-voltage-gated 1, gamma subunit
mec-4	SCNN1G 	 sodium channel, non-voltage-gated 1, gamma subunit
mec-10	SCNN1G 	 sodium channel, non-voltage-gated 1, gamma subunit
unc-8	SCNN1G 	 sodium channel, non-voltage-gated 1, gamma subunit
unc-105	SCNN1G 	 sodium channel, non-voltage-gated 1, gamma subunit
del-4	SCNN1G 	 sodium channel, non-voltage-gated 1, gamma subunit
asic-2	SCNN1G 	 sodium channel, non-voltage-gated 1, gamma subunit
asic-1	SCNN1G 	 sodium channel, non-voltage-gated 1, gamma subunit
nca-2	NALCN 	 sodium leak channel, non-selective
unc-77	NALCN 	 sodium leak channel, non-selective
glt-1	SLC1A2 	 solute carrier family 1 (glial high affinity glutamate transporter), member 2
glt-5	SLC1A3 	 solute carrier family 1 (glial high affinity glutamate transporter), member 3
smf-1	SLC11A2 	 solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2
smf-2	SLC11A2 	 solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2
smf-3	SLC11A2 	 solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2
kcc-2	SLC12A4 	 solute carrier family 12 (potassium/chloride transporter), member 4
nkcc-1	SLC12A1 	 solute carrier family 12 (sodium/potassium/chloride transporter), member 1
nac-1	SLC13A2 	 solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2
nac-3	SLC13A2 	 solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2
pept-2	SLC15A1 	 solute carrier family 15 (oligopeptide transporter), member 1
pept-1	SLC15A1 	 solute carrier family 15 (oligopeptide transporter), member 1
pept-3	SLC15A2 	 solute carrier family 15 (oligopeptide transporter), member 2
eat-4	SLC17A7 	 solute carrier family 17 (vesicular glutamate transporter), member 7
vnut-1	SLC17A9 	 solute carrier family 17 (vesicular nucleotide transporter), member 9
unc-17	SLC18A3 	 solute carrier family 18 (vesicular acetylcholine transporter), member 3
cat-1	SLC18A2 	 solute carrier family 18 (vesicular monoamine transporter), member 2
folt-1	SLC19A2 	 solute carrier family 19 (thiamine transporter), member 2
hmit-1.3	SLC2A13 	 solute carrier family 2 (facilitated glucose transporter), member 13
hmit-1.1	SLC2A13 	 solute carrier family 2 (facilitated glucose transporter), member 13
hmit-1.2	SLC2A13 	 solute carrier family 2 (facilitated glucose transporter), member 13
ncx-4	SLC24A1 	 solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
ncx-5	SLC24A1 	 solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
dif-1	SLC25A20 	 solute carrier family 25 (carnitine/acylcarnitine translocase), member 20
misc-1	SLC25A11 	 solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11
mfn-1	SLC25A37 	 solute carrier family 25 (mitochondrial iron transporter), member 37
hpo-12	SLC25A19 	 solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
ucp-4	SLC25A27 	 solute carrier family 25, member 27
sulp-6	SLC26A3 	 solute carrier family 26 (anion exchanger), member 3
acs-20	SLC27A4 	 solute carrier family 27 (fatty acid transporter), member 4
acs-22	SLC27A4 	 solute carrier family 27 (fatty acid transporter), member 4
cdf-2	SLC30A2 	 solute carrier family 30 (zinc transporter), member 2
unc-47	SLC32A1 	 solute carrier family 32 (GABA vesicular transporter), member 1
pst-1	SLC35B2 	 solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2
pst-2	SLC35B3 	 solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3
ugtp-1	SLC35A1 	 solute carrier family 35 (CMP-sialic acid transporter), member A1
nstp-10	SLC35C1 	 solute carrier family 35 (GDP-fucose transporter), member C1
nstp-5	SLC35A2 	 solute carrier family 35 (UDP-galactose transporter), member A2
sqv-7	SLC35D1 	 solute carrier family 35 (UDP-GlcA/UDP-GalNAc transporter), member D1
nstp-4	SLC35A3 	 solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3
nstp-2	SLC35B4 	 solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4
hut-1	SLC35B1 	 solute carrier family 35, member B1
tag-140	SLC39A14 	 solute carrier family 39 (zinc transporter), member 14
hke-4.2	SLC39A7 	 solute carrier family 39 (zinc transporter), member 7
abts-1	SLC4A7 	 solute carrier family 4, sodium bicarbonate cotransporter, member 7
abts-3	SLC4A11 	 solute carrier family 4, sodium borate transporter, member 11
cho-1	SLC5A7 	 solute carrier family 5 (sodium/choline cotransporter), member 7
swt-3	SLC50A1 	 solute carrier family 50 (sugar efflux transporter), member 1
swt-4	SLC50A1 	 solute carrier family 50 (sugar efflux transporter), member 1
swt-2	SLC50A1 	 solute carrier family 50 (sugar efflux transporter), member 1
swt-1	SLC50A1 	 solute carrier family 50 (sugar efflux transporter), member 1
snf-11	SLC6A1 	 solute carrier family 6 (neurotransmitter transporter), member 1
dat-1	SLC6A2 	 solute carrier family 6 (neurotransmitter transporter), member 2
aat-2	SLC7A7 	 solute carrier family 7 (amino acid transporter light chain, y+L system), member 7
ncx-1	SLC8A1 	 solute carrier family 8 (sodium/calcium exchanger), member 1
ncx-2	SLC8A3 	 solute carrier family 8 (sodium/calcium exchanger), member 3
ncx-6	SLC8B1 	 solute carrier family 8 (sodium/lithium/calcium exchanger), member B1
ncx-7	SLC8B1 	 solute carrier family 8 (sodium/lithium/calcium exchanger), member B1
ncx-8	SLC8B1 	 solute carrier family 8 (sodium/lithium/calcium exchanger), member B1
ncx-9	SLC8B1 	 solute carrier family 8 (sodium/lithium/calcium exchanger), member B1
ncx-10	SLC8B1 	 solute carrier family 8 (sodium/lithium/calcium exchanger), member B1
nhx-5	SLC9A6 	 solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6
nhx-8	SLC9A8 	 solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8
npr-24	SSTR2 	 somatostatin receptor 2
sos-1	SOS1 	 son of sevenless homolog 1 (Drosophila)
snx-3	SNX12 	 sorting nexin 12
snx-14	SNX14 	 sorting nexin 14
snx-17	SNX17 	 sorting nexin 17
snx-1	SNX2 	 sorting nexin 2
lst-4	SNX33 	 sorting nexin 33
snx-6	SNX6 	 sorting nexin 6
snx-27	SNX27 	 sorting nexin family member 27
sptf-2	SP8 	 Sp8 transcription factor
ost-1	SPARCL1 	 SPARC-like 1 (hevin)
ppgn-1	SPG7 	 spastic paraplegia 7 (pure and complicated autosomal recessive)
spas-1	SPAST 	 spastin
bath-43	SPOP 	 speckle-type POZ protein
spc-1	SPTAN1 	 spectrin, alpha, non-erythrocytic 1
unc-70	SPTBN1 	 spectrin, beta, non-erythrocytic 1
unc-16	SPAG9 	 sperm associated antigen 9
spds-1	SRM 	 spermidine synthase
sms-1	SGMS1 	 sphingomyelin synthase 1
sphk-1	SPHK2 	 sphingosine kinase 2
tag-38	SGPL1 	 sphingosine-1-phosphate lyase 1
prp-21	SF3A1 	 splicing factor 3a, subunit 1, 120kDa
teg-4	SF3B3 	 splicing factor 3b, subunit 3, 130kDa
scp-1	SCAP 	 SREBF chaperone
spk-1	SRPK3 	 SRSF protein kinase 3
ssup-72	SSU72 	 SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)
tsn-1	SND1 	 staphylococcal nuclease and tudor domain containing 1
tag-340	STARD3 	 StAR-related lipid transfer (START) domain containing 3
strd-1	STRADA 	 STE20-related kinase adaptor alpha
tir-1	SARM1 	 sterile alpha and TIR motif containing 1
daf-22	SCP2 	 sterol carrier protein 2
mboa-1	SOAT1 	 sterol O-acyltransferase 1
chn-1	STUB1 	 STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase
sto-2	STOM 	 stomatin
unc-24	STOML1 	 stomatin (EPB72)-like 1
stl-1	STOML2 	 stomatin (EPB72)-like 2
let-765	SBNO1 	 strawberry notch homolog 1 (Drosophila)
sti-1	STIP1 	 stress-induced phosphoprotein 1
farl-11	STRIP2 	 striatin interacting protein 2
cash-1	STRN3 	 striatin, calmodulin binding protein 3
scc-3	STAG2 	 stromal antigen 2
stim-1	STIM1 	 stromal interaction molecule 1
smc-3	SMC3 	 structural maintenance of chromosomes 3
hmg-3	SSRP1 	 structure specific recognition protein 1
hmg-4	SSRP1 	 structure specific recognition protein 1
stt-3	STT3B 	 STT3B, subunit of the oligosaccharyltransferase complex (catalytic)
sdhb-1	SDHB 	 succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
suca-1	SUCLA2 	 succinate-CoA ligase, ADP-forming, beta subunit
sucl-1	SUCLG1 	 succinate-CoA ligase, alpha subunit
sucl-2	SUCLG1 	 succinate-CoA ligase, alpha subunit
sucg-1	SUCLG2 	 succinate-CoA ligase, GDP-forming, beta subunit
sul-1	SULF1 	 sulfatase 1
sqrd-1	SQRDL 	 sulfide quinone reductase-like (yeast)
suox-1	SUOX 	 sulfite oxidase
aos-1	SAE1 	 SUMO1 activating enzyme subunit 1
skih-2	SKIV2L 	 superkiller viralicidic activity 2-like (S. cerevisiae)
sod-2	SOD2 	 superoxide dismutase 2, mitochondrial
sod-3	SOD2 	 superoxide dismutase 2, mitochondrial
hip-1	ST13 	 suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
spt-4	SUPT4H1 	 suppressor of Ty 4 homolog 1 (S. cerevisiae)
spt-5	SUPT5H 	 suppressor of Ty 5 homolog (S. cerevisiae)
emb-5	SUPT6H 	 suppressor of Ty 6 homolog (S. cerevisiae)
set-4	SUV420H1 	 suppressor of variegation 4-20 homolog 1 (Drosophila)
sft-1	SURF1 	 surfeit 1
sft-4	SURF4 	 surfeit 4
svop-1	SVOP 	 SV2 related protein homolog (rat)
snfc-5	SMARCB1 	 SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
swsn-2.2	SMARCD1 	 SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
swsn-3	SMARCE1 	 SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
symk-1	SYMPK 	 symplekin
snn-1	SYN3 	 synapsin III
sng-1	SYNGR1 	 synaptogyrin 1
unc-26	SYNJ1 	 synaptojanin 1
snap-29	SNAP29 	 synaptosomal-associated protein, 29kDa
snt-1	SYT1 	 synaptotagmin I
sel-11	SYVN1 	 synovial apoptosis inhibitor 1, synoviolin
syx-7	STX12 	 syntaxin 12
unc-64	STX1A 	 syntaxin 1A (brain)
syx-5	STX5 	 syntaxin 5
unc-18	STXBP1 	 syntaxin binding protein 1
tom-1	STXBP5L 	 syntaxin binding protein 5-like
stn-1	SNTB1 	 syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)
stn-2	SNTG1 	 syntrophin, gamma 1
mls-1	TBX1 	 T-box 1
cct-1	TCP1 	 t-complex 1
taf-1	TAF1 	 TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa
taf-13	TAF13 	 TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa
taf-2	TAF2 	 TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa
taf-5	TAF5 	 TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa
taf-6.1	TAF6 	 TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa
acl-3	TAZ 	 tafazzin
kin-18	TAOK1 	 TAO kinase 1
tbck-1	TBCK 	 TBC1 domain containing kinase
tbc-10	TBC1D10A 	 TBC1 domain family, member 10A
tbc-13	TBC1D13 	 TBC1 domain family, member 13
tbc-16	TBC1D16 	 TBC1 domain family, member 16
tbc-20	TBC1D20 	 TBC1 domain family, member 20
tbc-3	TBC1D22B 	 TBC1 domain family, member 22B
tbc-1	TBC1D23 	 TBC1 domain family, member 23
tbc-7	TBC1D24 	 TBC1 domain family, member 24
tbc-2	TBC1D2B 	 TBC1 domain family, member 2B
tbc-9	TBC1D9 	 TBC1 domain family, member 9 (with GRAM domain)
tlf-1	TBPL1 	 TBP-like 1
egl-44	TEAD1 	 TEA domain family member 1 (SV40 transcriptional enhancer factor)
tes-1	TES 	 testis derived transcript (3 LIM domains)
tsp-12	TSPAN5 	 tetraspanin 5
dyf-13	TTC26 	 tetratricopeptide repeat domain 26
dyf-1	TTC30B 	 tetratricopeptide repeat domain 30B
bbs-8	TTC8 	 tetratricopeptide repeat domain 8
tpk-1	TPK1 	 thiamin pyrophosphokinase 1
trx-2	TXN2 	 thioredoxin 2
trxr-1	TXNRD3 	 thioredoxin reductase 3
dpy-11	TMX1 	 thioredoxin-related transmembrane protein 1
mpst-7	TST 	 thiosulfate sulfurtransferase (rhodanese)
thoc-1	THOC1 	 THO complex 1
thoc-2	THOC2 	 THO complex 2
tars-1	TARS 	 threonyl-tRNA synthetase
thk-1	TK1 	 thymidine kinase 1, soluble
asc-1	TRIP4 	 thyroid hormone receptor interactor 4
ger-1	TSTA3 	 tissue specific transplantation antigen P35B
trf-1	TRAF5 	 TNF receptor-associated factor 5
tli-1	TOLLIP 	 toll interacting protein
nas-39	TLL1 	 tolloid-like 1
top-1	TOP1 	 topoisomerase (DNA) I
top-2	TOP2A 	 topoisomerase (DNA) II alpha 170kDa
top-3	TOP3A 	 topoisomerase (DNA) III alpha
ooc-5	TOR1B 	 torsin family 1, member B (torsin B)
tor-1	TOR1B 	 torsin family 1, member B (torsin B)
tor-2	TOR1B 	 torsin family 1, member B (torsin B)
tlk-1	TLK2 	 tousled-like kinase 2
sedl-1	TRAPPC2 	 trafficking protein particle complex 2
art-1	TECR 	 trans-2,3-enoyl-CoA reductase
elc-1	TCEB1 	 transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)
tcer-1	TCERG1 	 transcription elongation regulator 1
trr-1	TRRAP 	 transformation/transcription domain-associated protein
cpn-2	TAGLN3 	 transgelin 3
trpa-1	TRPA1 	 transient receptor potential cation channel, subfamily A, member 1
trp-2	TRPC4 	 transient receptor potential cation channel, subfamily C, member 4
gon-2	TRPM1 	 transient receptor potential cation channel, subfamily M, member 1
tkt-1	TKTL2 	 transketolase-like 2
tin-10	TIMM10 	 translocase of inner mitochondrial membrane 10 homolog (yeast)
tomm-20	TOMM20 	 translocase of outer mitochondrial membrane 20 homolog (yeast)
tomm-40	TOMM40 	 translocase of outer mitochondrial membrane 40 homolog (yeast)
tram-1	TRAM1 	 translocation associated membrane protein 1
tag-123	TM9SF2 	 transmembrane 9 superfamily member 2
tmbi-4	TMBIM4 	 transmembrane BAX inhibitor motif containing 4
sel-9	TMED2 	 transmembrane emp24 domain trafficking protein 2
svh-1	TMPRSS2 	 transmembrane protease, serine 2
tmem-135	TMEM135 	 transmembrane protein 135
chat-1	TMEM30A 	 transmembrane protein 30A
bus-19	TMEM41A 	 transmembrane protein 41A
tag-175	TMEM41B 	 transmembrane protein 41B
maco-1	TMEM57 	 transmembrane protein 57
mks-3	TMEM67 	 transmembrane protein 67
tpra-1	TPRA1 	 transmembrane protein, adipocyte asscociated 1
imb-2	TNPO1 	 transportin 1
tsr-1	TNPO3 	 transportin 3
tre-1	TREH 	 trehalase (brush-border membrane glycoprotein)
tre-3	TREH 	 trehalase (brush-border membrane glycoprotein)
tre-5	TREH 	 trehalase (brush-border membrane glycoprotein)
gbh-2	TMLHE 	 trimethyllysine hydroxylase, epsilon
unc-73	TRIO 	 trio Rho guanine nucleotide exchange factor
tpi-1	TPI1 	 triosephosphate isomerase 1
lin-41	TRIM71 	 tripartite motif containing 71, E3 ubiquitin protein ligase
gro-1	TRIT1 	 tRNA isopentenyltransferase 1
trm-1	TRMT1 	 tRNA methyltransferase 1 homolog (S. cerevisiae)
hpo-31	TRNT1 	 tRNA nucleotidyl transferase, CCA-adding, 1
unc-94	TMOD1 	 tropomodulin 1
lev-11	TPM1 	 tropomyosin 1 (alpha)
rop-1	TROVE2 	 TROVE domain family, member 2
tph-1	TPH2 	 tryptophan hydroxylase 2
prx-10	WARS2 	 tryptophanyl tRNA synthetase 2, mitochondrial
wars-1	WARS 	 tryptophanyl-tRNA synthetase
tsfm-1	TSFM 	 Ts translation elongation factor, mitochondrial
tag-151	TSR1 	 TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)
tufm-1	TUFM 	 Tu translation elongation factor, mitochondrial
tub-1	TUB 	 tubby bipartite transcription factor
coel-1	TBCEL 	 tubulin folding cofactor E-like
ttll-12	TTLL12 	 tubulin tyrosine ligase-like family, member 12
ttll-4	TTLL4 	 tubulin tyrosine ligase-like family, member 4
ttll-9	TTLL9 	 tubulin tyrosine ligase-like family, member 9
mec-7	TUBB2B 	 tubulin, beta 2B class IIb
stip-1	TFIP11 	 tuftelin interacting protein 11
tct-1	TPT1 	 tumor protein, translationally-controlled 1
tsg-101	TSG101 	 tumor susceptibility 101
ftt-2	YWHAZ 	 tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta
par-5	YWHAZ 	 tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta
tatn-1	TAT 	 tyrosine aminotransferase
cat-2	TH 	 tyrosine hydroxylase
yars-1	YARS2 	 tyrosyl-tRNA synthetase 2, mitochondrial
tpst-1	TPST1 	 tyrosylprotein sulfotransferase 1
uaf-1	U2AF2 	 U2 small nuclear RNA auxiliary factor 2
ubql-1	UBQLN2 	 ubiquilin 2
ucr-1	UQCRC1 	 ubiquinol-cytochrome c reductase core protein I
isp-1	UQCRFS1 	 ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
ubq-2	UBA52 	 ubiquitin A-52 residue ribosomal protein fusion product 1
ubh-4	UCHL5 	 ubiquitin carboxyl-terminal hydrolase L5
ufd-1	UFD1L 	 ubiquitin fusion degradation 1 like (yeast)
ubr-1	UBR2 	 ubiquitin protein ligase E3 component n-recognin 2
oxi-1	UBE3B 	 ubiquitin protein ligase E3B
usp-14	USP14 	 ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)
usp-3	USP3 	 ubiquitin specific peptidase 3
cyk-3	USP32 	 ubiquitin specific peptidase 32
usp-46	USP46 	 ubiquitin specific peptidase 46
math-33	USP7 	 ubiquitin specific peptidase 7 (herpes virus-associated)
uev-1	UBE2V1 	 ubiquitin-conjugating enzyme E2 variant 1
ubc-6	UBE2J1 	 ubiquitin-conjugating enzyme E2, J1
ubc-26	UBE2J2 	 ubiquitin-conjugating enzyme E2, J2
ubc-1	UBE2A 	 ubiquitin-conjugating enzyme E2A
ubc-12	UBE2F 	 ubiquitin-conjugating enzyme E2F (putative)
ubc-14	UBE2G2 	 ubiquitin-conjugating enzyme E2G 2
ubc-8	UBE2H 	 ubiquitin-conjugating enzyme E2H
ubc-20	UBE2K 	 ubiquitin-conjugating enzyme E2K
ubc-21	UBE2K 	 ubiquitin-conjugating enzyme E2K
ubc-13	UBE2N 	 ubiquitin-conjugating enzyme E2N
ubc-25	UBE2Q2 	 ubiquitin-conjugating enzyme E2Q family member 2
ubc-3	UBE2R2 	 ubiquitin-conjugating enzyme E2R 2
ubc-16	UBE2W 	 ubiquitin-conjugating enzyme E2W (putative)
ubl-5	UBL5 	 ubiquitin-like 5
uba-1	UBA1 	 ubiquitin-like modifier activating enzyme 1
rfl-1	UBA3 	 ubiquitin-like modifier activating enzyme 3
ufd-2	UBE4B 	 ubiquitination factor E4B
ubxn-1	UBXN1 	 UBX domain protein 1
ubxn-4	UBXN4 	 UBX domain protein 4
ubxn-6	UBXN6 	 UBX domain protein 6
ugt-58	UGT8 	 UDP glycosyltransferase 8
sqv-2	B3GALT6 	 UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6
bre-4	B4GALT2 	 UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2
gale-1	GALE 	 UDP-galactose-4-epimerase
sqv-4	UGDH 	 UDP-glucose 6-dehydrogenase
cgt-1	UGCG 	 UDP-glucose ceramide glucosyltransferase
cgt-2	UGCG 	 UDP-glucose ceramide glucosyltransferase
cgt-3	UGCG 	 UDP-glucose ceramide glucosyltransferase
uggt-1	UGGT1 	 UDP-glucose glycoprotein glucosyltransferase 1
sqv-1	UXS1 	 UDP-glucuronate decarboxylase 1
gly-3	GALNT1 	 UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)
gly-10	GALNT10 	 UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)
gly-11	GALNT11 	 UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11)
gly-4	GALNT2 	 UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)
gly-7	GALNT7 	 UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)
unc-119	UNC119B 	 unc-119 homolog B (C. elegans)
unc-13	UNC13A 	 unc-13 homolog A (C. elegans)
unc-45	UNC45B 	 unc-45 homolog B (C. elegans)
unc-50	UNC50 	 unc-50 homolog (C. elegans)
unc-79	UNC79 	 unc-79 homolog (C. elegans)
unc-93	UNC93A 	 unc-93 homolog A (C. elegans)
smg-2	UPF1 	 UPF1 regulator of nonsense transcripts homolog (yeast)
ung-1	UNG 	 uracil-DNA glycosylase
upb-1	UPB1 	 ureidopropionase, beta
upp-1	UPP2 	 uridine phosphorylase 2
uso-1	USO1 	 USO1 vesicle transport factor
akt-1	AKT1 	 v-akt murine thymoma viral oncogene homolog 1
akt-2	AKT1 	 v-akt murine thymoma viral oncogene homolog 1
ced-2	CRK 	 v-crk avian sarcoma virus CT10 oncogene homolog
lin-45	BRAF 	 v-raf murine sarcoma viral oncogene homolog B
ral-1	RALA 	 v-ral simian leukemia viral oncogene homolog A (ras related)
vrk-1	VRK1 	 vaccinia related kinase 1
vps-25	VPS25 	 vacuolar protein sorting 25 homolog (S. cerevisiae)
vps-28	VPS28 	 vacuolar protein sorting 28 homolog (S. cerevisiae)
vps-29	VPS29 	 vacuolar protein sorting 29 homolog (S. cerevisiae)
vps-33.2	VPS33B 	 vacuolar protein sorting 33 homolog B (yeast)
vps-35	VPS35 	 vacuolar protein sorting 35 homolog (S. cerevisiae)
vps-36	VPS36 	 vacuolar protein sorting 36 homolog (S. cerevisiae)
vps-39	VPS39 	 vacuolar protein sorting 39 homolog (S. cerevisiae)
vps-4	VPS4B 	 vacuolar protein sorting 4 homolog B (S. cerevisiae)
vps-45	VPS45 	 vacuolar protein sorting 45 homolog (S. cerevisiae)
vps-51	VPS51 	 vacuolar protein sorting 51 homolog (S. cerevisiae)
vps-52	VPS52 	 vacuolar protein sorting 52 homolog (S. cerevisiae)
vps-53	VPS53 	 vacuolar protein sorting 53 homolog (S. cerevisiae)
vps-54	VPS54 	 vacuolar protein sorting 54 homolog (S. cerevisiae)
epg-3	VMP1 	 vacuole membrane protein 1
cdc-48.1	VCP 	 valosin containing protein
cdc-48.2	VCP 	 valosin containing protein
vpr-1	VAPB 	 VAMP (vesicle-associated membrane protein)-associated protein B and C
vang-1	VANGL1 	 VANGL planar cell polarity protein 1
vav-1	VAV3 	 vav 3 guanine nucleotide exchange factor
